time_delta,status_norm,domain_norm,status_norm,responseMethod_raw,responseSize_raw,requestMethod_raw,URL_raw,peerStatusHost_raw,mimeType_raw ,class_label
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,280,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-faf,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,289,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
7,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-faf,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,296,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,296,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,296,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,296,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,296,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,269,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-driver,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,270,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
5,1,891,1,TCP_MISS/200,270,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
5,1,891,1,TCP_MISS/200,270,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,269,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-driver,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,276,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,299,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
